CATEGORY,CND CODE,LEVEL,BOTTOM LEVEL YES/NO,CATEGORY DESCRIPTION ITALIAN,CND CODE DESCRIPTION ITALIAN,CATEGORY DESCRIPTION,CND CODE DESCRIPTION
W,W0105060301,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ASPERGILLUS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ASPERGILLUS
W,W0105060302,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CANDIDA ALBICANS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CANDIDA ALBICANS
W,W0105060303,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CRIPTOCOCCO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CRYPTOCOCCUS
W,W0105060399,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,TEST IMMUNOLOGICI PER MICOLOGIA - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MYCOLOGY IMMUNOASSAYS - OTHER
W,W01050604,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,MICOLOGIA - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MYCOLOGY - NA REAGENTS
W,W0105060401,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ASPERGILLUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ASPERGILLUS - NA REAGENTS
W,W0105060402,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CANDIDA ALBICANS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CANDIDA ALBICANS - NA REAGENTS
W,W0105060403,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CRIPTOCOCCO- REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CRYPTOCOCCUS - NA REAGENTS
W,W0105060499,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,MICOLOGIA REAGENTI NAS - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MYCOLOGY NA REAGENTS - OTHER
W,W010507,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PARAMETRI MULTIPLI - (IMMUNOINFETTIVOLOGIA/NAT),IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MULTIPLE PARAMETERS - (INFECT. IMMUNOLOGY/NAT)
W,W01050702,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PANNELLI MULTIPLI PER BATTERI/FUNGHI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MULTIPLE BACTERIA / FUNGI PANELS
W,W0105070201,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,GRAM+ - GRAM - -FUNGHI - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,GRAM+ - GRAM- - FUNGI - MULTIPLEX NA REAGENTS
W,W0105070202,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,SESPSI ( BATTERI E FUNGHI ) - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,SEPSIS (BACTERIA & FUNGI) - MULTIPLEX NA REAGENTS
W,W0105070203,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,GRAM+ - GRAM - -FUNGHI - TEST MULTIPLI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,GRAM+ - GRAM- - FUNGI - MULTIPLEX ASSAYS
W,W01050703,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PANNELLI MULTIPLI VIRALI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MULTIPLE VIRUSES PANELS
W,W0105070301,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,COMBINAZIONE HBV / HCV / HIV - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HBV / HCV / HIV COMBINATION - MULTIPLEX NA REAGENTS
W,W0105070302,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ALTRE COMBINAZIONI DI VIRUS - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,OTHER VIRUS COMBINATIONS - MULTIPLEX NA REAGENTS
W,W0105070303,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,MONITORAGGIO IMMUNODEPPRESSI/TRAPIANTATI - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,IMMUNOSUPPRESSED / TRANSPLANTATION MONITORING - MULTIPLEX NA REAGENTS
W,W0105070304,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,INFLUENZA E PARA INFLUENZA/ VIRUS RESPIRATORIO SINCIZIALE (RSV) - REAGENTI NAS MULTIPLI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,INFLUENZA & PARA INFLUENZA / RESPIRATORY SYNCYTIAL VIRUS (RSV) - MULTIPLEX NA REAGENTS
W,W0105070399,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ALTRE COMBINAZIONI DI VIRUS - TEST MULTIPLI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MULTIPLE VIRUSES - MULTIPLEX ASSAYS - OTHER
W,W01050704,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PANNELLI MULTIPLI PER PARASSITI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MULTIPLE PARASITES PANELS
W,W01050705,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PANNELLI MULTIPLI PER INFEZIONI - VARI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MULTIPLE PANELS FOR INFECTIONS - VARIOUS
W,W0105070501,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"COMBINAZIONI STDs (CT,NG,MG,TV….) - REAGENTI NAS",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"STDS (C.TRACHOMATIS, N.GONORRHOEAE, M.GENITALIUM, T.VAGINALIS….) COMBINATION - MULTIPLEX NA REAGENTS"
W,W0105070502,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ALTRE INFEZIONI MULTIPLE - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,OTHER MULTIPLE INFECTIOUS - MULTIPLEX NA REAGENTS
W,W0105070503,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,INFEZIONI DEL TRATTO RESPIRATORIO - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,RESPIRATORY TRACT INFECTIONS - MULTIPLEX NA REAGENTS
W,W0105070504,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,INFEZIONI GASTROINTESTINALI - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,GASTROINTESTINAL INFECTIONS - MULTIPLEX NA REAGENTS
W,W0105070505,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,INFEZIONI DA MENINGITE ED ENCEFALITE - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MENINGITIS / ENCEPHALITIS INFECTIONS - MULTIPLEX NA REAGENTS
W,W0105070506,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,FEBBRE TROPICALE - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,TROPICAL FEVER - MULTIPLEX NA REAGENTS
W,W0105070599,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ALTRE INFEZIONI MULTIPLE - TEST MULTIPLI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MULTIPLE INFECTIOUS - MULTIPLEX ASSAYS - OTHER
W,W01050799,5,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,VIRUS MULTIPLI - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MULTIPLE VIRUSES - OTHER
W,W010508,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTROLLI/STANDARDS/CALIBRATORI  (IMMUNOINFETTIVOLOGIA /NAT),IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CONTROLS/STANDARDS/CALIBRATORS - (INFECT. IMMUNOLOGY/NAT)
W,W01050808,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTROLLI - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CONTROLS - INFECT. IMMUNOLOGY
W,W0105080801,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTROLLI PER BATTERIOLOGIA - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,BACTERIOLOGY CONTROLS - INF.IMM.
W,W0105080802,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTROLLI PER VIRUS DELL'EPATITE - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HEPATITIS VIRUS CONTROLS - INF.IMM.
W,W0105080803,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTROLLI PER RETROVIRUS - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,RETROVIRUS CONTROLS - INF.IMM.
W,W0105080804,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ALTRI CONTROLLI PER VIROLOGIA - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,OTHER VIROLOGY CONTROLS - INF.IMM.
W,W0105080805,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTROLLI PER PARASSITOLOGIA - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PARASITOLOGY CONTROLS - INF.IMM.
W,W0105080806,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTROLLI PER MICOLOGIA - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MYCOLOGY CONTROLS - INF.IMM.
W,W0105080807,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTROLLI MULTICOMPONENTI - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MULTICONSTITUENT CONTROLS - INF.IMM.
W,W0105080808,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTROLLI PER TUTTE LE INFEZIONI - NAT,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,ALL INFECTIOUS DISEASES CONTROLS - NAT
W,W0105080899,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTROLLI PER IMMUNOINFETTIVOLOGIA - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CONTROLS - INF. IMMUNOLOGY - OTHER
W,W01050809,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,STANDARD E CALIBRATORI  (IMMUNOINFETTIVOLOGIA/NAT),IN VITRO DIAGNOSTIC MEDICAL DEVICES ,STANDARDS AND CALIBRATORS - INFECT. IMMUNOLOGY/NAT
W,W0105080901,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,STANDARD E CALIBRATORI PER BATTERIOLOGIA - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,BACTERIOLOGY STANDARDS AND CALIBRATORS - INF.IMM.
W,W0105080902,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,STANDARD E CALIBRATORI PER VIRUS DELL'EPATITE - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HEPATITIS VIRUS STANDARDS AND CALIBRATORS - INF.IMM.
W,W0105080903,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,STANDARD E CALIBRATORI PER RETROVIRUS - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,RETROVIRUS STANDARDS AND CALIBRATORS - INF.IMM.
W,W0105080904,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ALTRI STANDARD E CALIBRATORI PER VIROLOGIA - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,OTHER VIROLOGY STANDARDS AND CALIBRATORS - INF.IMM.
W,W0105080905,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,STANDARD E CALIBRATORI PER PARASSITOLOGIA - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PARASITOLOGY STANDARDS AND CALIBRATORS - INF.IMM.
W,W0105080906,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,STANDARD E CALIBRATORI PER MICOLOGIA - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MYCOLOGY STANDARDS AND CALIBRATORS - INF.IMM.
W,W0105080907,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,STANDARD E CALIBRATORI MULTICOMPONENTI - IMMUNOINFETTIVOLOGIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MULTICONSTITUENT STANDARDS AND CALIBRATORS - INF.IMM.
W,W0105080908,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,STANDARD E CALIBRATORI PER TUTTE LE INFEZIONI/NAT,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,STANDARDS AND CALIBRATORS FOR ALL INFECTIONS/ NAT
W,W0105080999,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,STANDARD E CALIBRATORI PER IMMUNOINFETTIVOLOGIA - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,STANDARDS AND CALIBRATORS - INF. IMMUNOLOGY - OTHER
W,W010509,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"IMMUNOINFETTIVOLOGIA - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,INFECTIOUS IMMUNOLOGY - RAPID TESTS & POINT OF CARE
W,W01050901,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"BATTERIOLOGIA - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,BACTERIOLOGY - RT & POC
W,W0105090101,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"CHLAMYDIA, RICERCA ANTIGENI - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CHLAMYDIA AG - RT & POC
W,W0105090102,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"HELICOBACTER PYLORI - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,H. PYLORI - RT & POC
W,W0105090103,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"STREPTOCOCCUS PYOGENES (GRUPPO A) - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,STREP. A - RT & POC
W,W0105090104,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"STREPTOCOCCUS AGALACTIAE (GRUPPO B) - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,STREP. B - RT & POC
W,W0105090105,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"SIFILIDE - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,SYPHILIS - RT & POC
W,W0105090106,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"C. DIFFICILE INCLUSA GDH E/O TOSSINE A E B - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CLOST. DIFF. INCL GDH AND/OR TOXIN A AND B - RT & POC
W,W0105090107,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"AGENTI PATOGENI DELLA MENINGITE - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MENINGITIS CAUSITIVE AGENTS - RT & POC
W,W0105090108,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,LEGIONELLA - TEST RAPIDO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,LEGIONELLA - RT & POC
W,W0105090109,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,STREPTOCOCCUS PNEUMONIAE - TEST RAPIDO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,STREP. PNEUMONIAE - RT & POC
W,W0105090199,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"BATTERIOLOGIA - TEST RAPIDI E ""POINT OF CARE"" - ALTRI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,BACTERIOLOGY - RT & POC - OTHER
W,W01050902,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VIRUS DELL'EPATITE - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HEPATITIS VIRUSES - RT & POC
W,W0105090201,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPATITE B (HBV), ANTIGENE DI SUPERFICE (HBSAG) - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HBSAG - RT & POC
W,W0105090202,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"EPATITE C (HCV), ANTICORPI - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HCV ANTIBODY -RT & POC
W,W0105090299,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VIRUS DELL'EPATITE - TEST RAPIDI E ""POINT OF CARE"" - ALTRI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HEPATITIS VIRUSES - RT & POC - OTHER
W,W01050903,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"RETROVIRUS - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,RETROVIRUSES RT & POC
W,W0105090301,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"HIV 1 - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HIV 1 - RT & POC
W,W0105090302,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"HIV 1 / 2 - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HIV 1 / 2 - RT & POC
W,W0105090303,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,HIV RICERCA COMBINATA ANTIGENI/ANTICORPI - TEST RAPIDO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HIV AG/AB COMBI - RT & POC
W,W0105090399,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"RETROVIRUS - TEST RAPIDI E ""POINT OF CARE"" - ALTRI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,RETROVIRUSES - RT & POC - OTHER
W,W01050904,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PARASSITOLOGIA - TEST RAPIDI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PARASITOLOGY RT & POC
W,W0105090401,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,PLASMODIUM MALARIAE - TEST RAPIDO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PLASMODIUM (MALARIA) - RT & POC
W,W0105090499,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,TEST RAPIDI PER PARASSITOLOGIA - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,PARASITES - RT & POC - OTHER
W,W01050940,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"CONTROLLI , STANDARD, CALIBRATORI  PER IMMUNOLOGIA INFETTIVA/NAT- TEST RAPIDI E POINT OF CARE",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"CONTROLS, STANDARDS AND CALIBRATORS INFECTIOUS IMMUNOLOGY/NAT - RT & POC"
W,W0105094001,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,CONTROLLI PER IMMUNOLOGIA INFETTIVA/NAT- TEST RAPIDI E POINT OF CARE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CONTROLS INFECTIOUS IMMUNOLOGY/NAT - RT & POC
W,W0105094002,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"STANDARD, CALIBRATORI PER IMMUNOLOGIA INFETTIVA/NAT- TEST RAPIDI E POINT OF CARE",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,STANDARDS AND CALIBRATORS INFECTIOUS IMMUNOLOGY/NAT - RT & POC
W,W01050990,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VIROLOGIA - TEST RAPIDI E ""POINT OF CARE"" - VARI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,OTHER VIROLOGY RT & POC
W,W0105099001,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"CITOMEGALOVIRUS (CMV) - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CMV - RT & POC
W,W0105099002,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VIRUS RESPIRATORIO SINCIZIALE (RSV) - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,RSV - RT & POC
W,W0105099003,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"MONONUCLEOSI - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MONONUCLEOSIS (EBV) - RT & POC
W,W0105099004,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"INFLUENZA DI TIPO A E/O B - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,INFLUENZA A AND /OR B - RT & POC
W,W0105099006,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VIRUS VARICELLA ZOSTER - TEST RAPIDI E ""POINT OF CARE""",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,VZV - RT & POC
W,W0105099007,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DENGUE - TEST RAPIDO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,DENGUE - RT & POC
W,W0105099099,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"VIROLOGIA - TEST RAPIDI E ""POINT OF CARE"" - ALTRI",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,VIROLOGY - RT & POC - OTHER
W,W010590,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,TEST PER IMMUNOINFETTIVOLOGIA/NAT - VARI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,OTHER INFECTIOUS IMMUNOLOGY/NAT
W,W01059001,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,IMMUNOINFETTIVOLOGIA - REAGENTI NAS,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,INFECTIOUS IMMUNOLOGY 
W,W0105900101,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,REAGENTI PER ESTRAZIONE E PREPARAZIONE DNA E/O RNA: BATTERICO E/O VIRALE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,REAGENTS FOR DNA AND/OR RNA EXTRACTION AND PREPARATION: BACTERIA AND/OR VIRUS
W,W0105900102,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,REAGENTI PER AMPLIFICAZIONE E/O RICONOSCIMENTO DNA E/O RNA: BATTERICO E/O VIRALE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,REAGENTS FOR DNA AND/OR RNA AMPLIFICATION AND/OR DETECTION: BACTERIA AND/OR VIRUS
W,W0105900103,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,REAGENTI NAS ADDIZIONALI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,SUPPLEMENTAL NA REAGENTS
W,W01059002,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,REAGENTI IMMUNOINFETTIVOLOGIA - ALTRI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,OTHER INFECTIOUS IMMUNOLOGY REAGENTS
W,W0105900201,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,"TAMPONI (NON CLASSIFICABILI), REAGENTI ADDIZIONALI ECC",IN VITRO DIAGNOSTIC MEDICAL DEVICES ,"BUFFERS (UNASSIGNABLE ), SUPPLEM. REAGENTS, ETC"
W,W0105900299,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,IMMUNOINFETTIVOLOGIA - ALTRO,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,INFECTIOUS IMMUNOLOGY - OTHER
W,W0106,3,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,TEST GENETICI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,GENETIC TESTING
W,W010601,4,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,ALTERAZIONI GENETICHE O CROMOSOMICHE CONGENITE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,INBORN GENE OR CHROMOSOME ALTERATIONS
W,W01060101,5,NO,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISORDINI MONOGENETICI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,MONOGENETIC DISORDERS
W,W0106010101,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,FIBROSI CISTICA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,CYSTIC FIBROSIS
W,W0106010102,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,DISTROFIA MUSCOLARE DI DUCHENNE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,DUCHENNE MUSCULAR DYSTROPHY
W,W0106010103,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,FATTORE V DI LEIDEN,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,FACTOR V LEIDEN
W,W0106010104,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,SINDROME DELL' X FRAGILE,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,FRAGILE X SYNDROME
W,W0106010105,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,EMOCROMATOSI,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HAEMOCHROMATOSIS
W,W0106010106,6,YES,DISPOSITIVI MEDICO - DIAGNOSTICI IN VITRO,EMOFILIA,IN VITRO DIAGNOSTIC MEDICAL DEVICES ,HAEMOPHILIA
